biz_name,license_num,control_num,resp_dept_code,resp_dept_descr,class_code,class_descr,fiscal_year,license_status,code_descr,status_date,application_date,issue_date,licen_exp_date,renew_date,location_id,street_num,street_pre_qual,street_dir_code,street_name,street_suffix,street_post_qual,street_apt_num
JOE'S PARKWAY GROCERY INC,3045,1176,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,13,RN,RENEWED,2013-11-26,2012-11-20,2012-12-11,2013-12-31,2013-11-27,15470,903,,W,COLLEGE,ST,,
JOE'S PARKWAY GROCERY INC,3045,1176,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,14,RN,RENEWED,2014-11-20,2013-11-27,2013-12-18,2014-12-31,2014-11-20,15470,903,,W,COLLEGE,ST,,
JOE'S PARKWAY GROCERY INC,3045,1176,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,15,RN,RENEWED,2015-11-18,2014-11-20,2014-12-10,2015-12-31,2015-11-18,15470,903,,W,COLLEGE,ST,,
JOE'S PARKWAY GROCERY INC,3045,1176,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,16,AC,ACTIVE,2015-11-18,2015-11-18,2015-12-18,2016-12-31,,15470,903,,W,COLLEGE,ST,,
JOHN BOZEMAN'S BISTRO,2815,1202,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,2,1N,FIRST RENEWAL MAILED,2002-11-18,2002-01-01,2002-12-31,2002-12-31,,25840,125,,W,MAIN,ST,,
JOHN BOZEMAN'S BISTRO,3046,1202,LL,LIQUOR LICENSE,CABERET,LIQ - RESTAURANT BEER AND WINE,3,RN,RENEWED,2003-12-10,2002-12-17,2003-12-09,2003-12-31,2003-12-10,25840,125,,W,MAIN,ST,,
JOHN BOZEMAN'S BISTRO,3046,1202,LL,LIQUOR LICENSE,CABERET,LIQ - RESTAURANT BEER AND WINE,4,RN,RENEWED,2004-11-24,2003-12-10,2003-12-16,2004-12-31,2004-11-24,25840,125,,W,MAIN,ST,,
JOHN BOZEMAN'S BISTRO,3046,1202,LL,LIQUOR LICENSE,CABERET,LIQ - RESTAURANT BEER AND WINE,5,RN,RENEWED,2005-12-01,2004-11-24,2004-12-07,2005-12-31,2005-12-01,25840,125,,W,MAIN,ST,,
JOHN BOZEMAN'S BISTRO,3046,1202,LL,LIQUOR LICENSE,CABERET,LIQ - RESTAURANT BEER AND WINE,6,RN,RENEWED,2006-11-27,2005-12-01,2005-12-20,2006-12-31,2006-11-27,25840,125,,W,MAIN,ST,,
JOHN BOZEMAN'S BISTRO,3046,1202,LL,LIQUOR LICENSE,CABERET,LIQ - RESTAURANT BEER AND WINE,7,RN,RENEWED,2007-12-03,2006-11-27,2006-12-18,2007-12-31,2007-12-03,25840,125,,W,MAIN,ST,,
JOHN BOZEMAN'S BISTRO,3046,1202,LL,LIQUOR LICENSE,CABERET,LIQ - RESTAURANT BEER AND WINE,8,RN,RENEWED,2008-12-01,2007-12-03,2007-12-18,2008-12-31,2008-11-30,25840,125,,W,MAIN,ST,,
JOHN BOZEMAN'S BISTRO,3046,1202,LL,LIQUOR LICENSE,CABERET,LIQ - RESTAURANT BEER AND WINE,9,RN,RENEWED,2009-11-30,2008-11-30,2008-12-09,2009-12-31,2009-11-30,25840,125,,W,MAIN,ST,,
JOHN BOZEMAN'S BISTRO,3046,1202,LL,LIQUOR LICENSE,CABERET,LIQ - RESTAURANT BEER AND WINE,10,1N,FIRST RENEWAL MAILED,2010-11-05,2009-11-30,2009-12-08,2010-12-31,,25840,125,,W,MAIN,ST,,
JOHN BOZEMAN'S BISTRO,34388,1202,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,11,RN,RENEWED,2011-11-15,2010-11-15,2010-12-08,2011-12-31,2011-11-15,25840,125,,W,MAIN,ST,,
JOHN BOZEMAN'S BISTRO,34388,1202,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,12,RN,RENEWED,2012-11-28,2011-11-15,2011-12-01,2012-12-31,2012-11-28,25840,125,,W,MAIN,ST,,
JOHN BOZEMAN'S BISTRO,34388,1202,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,13,RN,RENEWED,2013-12-04,2012-11-28,2012-12-11,2013-12-31,2013-12-04,25840,125,,W,MAIN,ST,,
JOHN BOZEMAN'S BISTRO,34388,1202,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,14,RN,RENEWED,2014-12-04,2013-12-04,2013-12-18,2014-12-31,2014-12-04,25840,125,,W,MAIN,ST,,
JOHN BOZEMAN'S BISTRO,34388,1202,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,15,RN,RENEWED,2015-12-02,2014-12-04,2014-12-24,2015-12-31,2015-12-02,25840,125,,W,MAIN,ST,,
JOHN BOZEMAN'S BISTRO,34388,1202,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,16,AC,ACTIVE,2015-12-02,2015-12-02,2015-12-18,2016-12-31,,25840,125,,W,MAIN,ST,,
JOHNNY CARINO'S ITALIAN REST,2816,3488,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,2,1N,FIRST RENEWAL MAILED,2002-12-05,2002-01-01,2002-12-31,2002-12-31,,83600,2159,,,BURKE,ST,,
JOHNNY CARINO'S ITALIAN REST,3047,3488,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,3,RN,RENEWED,2003-12-05,2002-12-17,2003-01-07,2003-12-31,2003-12-08,83600,2159,,,BURKE,ST,,
JOHNNY CARINO'S ITALIAN REST,3047,3488,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,4,RN,RENEWED,2004-12-23,2003-12-08,2003-12-16,2004-12-31,2004-12-23,83600,2159,,,BURKE,ST,,
JOHNNY CARINO'S ITALIAN REST,3047,3488,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,5,RN,RENEWED,2005-12-14,2004-12-23,2005-01-13,2005-12-31,2005-12-14,83600,2159,,,BURKE,ST,,
JOHNNY CARINO'S ITALIAN REST,3047,3488,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,6,RN,RENEWED,2006-12-11,2005-12-14,2005-12-20,2006-12-31,2006-12-11,83600,2159,,,BURKE,ST,,
JOHNNY CARINO'S ITALIAN REST,3047,3488,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,7,RN,RENEWED,2007-12-03,2006-12-11,2006-12-18,2007-12-31,2007-12-03,83600,2159,,,BURKE,ST,,
JOHNNY CARINO'S ITALIAN REST,3047,3488,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,8,RN,RENEWED,2008-12-09,2007-12-03,2007-12-18,2008-12-31,2008-12-09,83600,2159,,,BURKE,ST,,
JOHNNY CARINO'S ITALIAN REST,3047,3488,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,9,RN,RENEWED,2009-12-21,2008-12-09,2008-12-16,2009-12-31,2009-12-21,83600,2159,,,BURKE,ST,,
JOHNNY CARINO'S ITALIAN REST,3047,3488,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,10,RN,RENEWED,2010-12-22,2009-12-21,2009-12-29,2010-12-31,2010-12-22,83600,2159,,,BURKE,ST,,
JOHNNY CARINO'S ITALIAN REST,3047,3488,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,11,RN,RENEWED,2011-12-08,2010-12-22,2011-02-02,2011-12-31,2011-12-08,83600,2159,,,BURKE,ST,,
JOHNNY CARINO'S ITALIAN REST,3047,3488,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,12,RN,RENEWED,2012-11-28,2011-12-08,2011-12-19,2012-12-31,2012-11-28,83600,2159,,,BURKE,ST,,
JOHNNY CARINO'S ITALIAN REST,3047,3488,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,13,RN,RENEWED,2013-12-02,2012-11-28,2012-12-11,2013-12-31,2013-12-02,83600,2159,,,BURKE,ST,,
JOHNNY CARINO'S ITALIAN REST,3047,3488,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,14,RN,RENEWED,2014-12-03,2013-12-02,2013-12-18,2014-12-31,2014-12-03,83600,2159,,,BURKE,ST,,
JOHNNY CARINO'S ITALIAN REST,3047,3488,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,15,RN,RENEWED,2015-12-02,2014-12-03,2014-12-24,2015-12-31,2015-12-02,83600,2159,,,BURKE,ST,,
JOHNNY CARINO'S ITALIAN REST,3047,3488,LL,LIQUOR LICENSE,B & W,LIQ - BEER AND WINE LICENSE,16,AC,ACTIVE,2015-12-02,2015-12-02,2015-12-18,2016-12-31,,83600,2159,,,BURKE,ST,,
JR'S LOUNGE INC,53502,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-09-29,2015-09-29,2015-09-29,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53503,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-09-29,2015-09-29,2015-09-29,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53506,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-09-29,2015-09-29,2015-09-29,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53534,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-10-07,2015-10-07,2015-10-07,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53535,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-10-07,2015-10-07,2015-10-07,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53536,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-10-07,2015-10-07,2015-10-07,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53538,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-10-07,2015-10-07,2015-10-07,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53695,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-10-29,2015-10-29,2015-10-28,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53696,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-10-29,2015-10-29,2015-10-28,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53697,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-10-29,2015-10-29,2015-10-28,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53698,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-10-29,2015-10-29,2015-10-28,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53699,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-10-29,2015-10-29,2015-10-28,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53701,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-10-29,2015-10-29,2015-10-28,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53711,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-10-30,2015-10-19,2015-10-30,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53712,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-10-30,2015-10-19,2015-10-30,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53713,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-10-30,2015-10-19,2015-10-30,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53714,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-10-30,2015-10-19,2015-10-30,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53715,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-10-30,2015-10-19,2015-10-30,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53716,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-10-30,2015-10-19,2015-10-30,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53803,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-11-12,2015-11-12,2015-11-10,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53804,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-11-12,2015-11-12,2015-11-10,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53805,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-11-12,2015-11-12,2015-11-10,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53806,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-11-12,2015-11-12,2015-11-10,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53807,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-11-12,2015-11-12,2015-11-10,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53808,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-11-12,2015-11-12,2015-11-10,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53871,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-11-25,2015-11-25,2015-11-25,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53872,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-11-25,2015-11-25,2015-11-25,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53877,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-11-25,2015-11-25,2015-11-25,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53878,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-11-25,2015-11-25,2015-11-25,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53879,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-11-25,2015-11-25,2015-11-25,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53881,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-11-25,2015-11-25,2015-12-04,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53923,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-12-11,2015-12-11,2015-12-10,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53924,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-12-11,2015-12-11,2015-12-10,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53925,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-12-11,2015-12-11,2015-12-10,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53926,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-12-11,2015-12-11,2015-12-10,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53927,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-12-11,2015-12-11,2015-12-10,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53928,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-12-11,2015-12-11,2015-12-10,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,53929,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-12-11,2015-12-11,2015-12-10,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54011,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-12-30,2015-12-30,2015-12-30,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54012,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-12-30,2015-12-30,2015-12-30,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54013,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-12-30,2015-12-30,2015-12-30,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54014,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-12-30,2015-12-30,2015-12-30,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54015,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-12-30,2015-12-30,2015-12-30,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54016,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,15,AC,ACTIVE,2015-12-30,2015-12-30,2015-12-30,2015-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54075,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,16,AC,ACTIVE,2016-01-13,2016-01-13,2016-01-13,2016-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54076,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,16,AC,ACTIVE,2016-01-13,2016-01-13,2016-01-13,2016-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54077,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,16,AC,ACTIVE,2016-01-13,2016-01-13,2016-01-13,2016-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54078,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,16,AC,ACTIVE,2016-01-13,2016-01-13,2016-01-13,2016-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54079,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,16,AC,ACTIVE,2016-01-13,2016-01-13,2016-01-13,2016-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54080,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,16,AC,ACTIVE,2016-01-13,2016-01-13,2016-01-13,2016-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54081,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,16,AC,ACTIVE,2016-01-13,2016-01-13,2016-01-13,2016-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54175,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,16,AC,ACTIVE,2016-01-29,2016-01-28,2016-01-29,2016-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54176,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,16,AC,ACTIVE,2016-01-29,2016-01-28,2016-01-29,2016-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54177,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,16,AC,ACTIVE,2016-01-29,2016-01-28,2016-01-29,2016-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54178,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,16,AC,ACTIVE,2016-01-29,2016-01-28,2016-01-29,2016-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54179,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,16,AC,ACTIVE,2016-01-29,2016-01-28,2016-01-29,2016-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54180,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,16,AC,ACTIVE,2016-01-29,2016-01-28,2016-01-29,2016-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54361,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,16,AC,ACTIVE,2016-02-17,2016-02-16,2016-02-16,2016-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54362,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,16,AC,ACTIVE,2016-02-17,2016-02-16,2016-02-16,2016-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54363,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,16,AC,ACTIVE,2016-02-17,2016-02-16,2016-02-16,2016-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54364,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,16,AC,ACTIVE,2016-02-17,2016-02-16,2016-02-16,2016-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54365,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,16,AC,ACTIVE,2016-02-17,2016-02-16,2016-02-16,2016-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54366,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,16,AC,ACTIVE,2016-02-17,2016-02-16,2016-02-16,2016-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54426,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,16,AC,ACTIVE,2016-02-25,2016-02-25,2016-02-25,2016-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54427,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,16,AC,ACTIVE,2016-02-25,2016-02-25,2016-02-25,2016-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54428,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,16,AC,ACTIVE,2016-02-25,2016-02-25,2016-02-25,2016-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54430,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,16,AC,ACTIVE,2016-02-25,2016-02-25,2016-02-25,2016-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54432,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,16,AC,ACTIVE,2016-02-25,2016-02-25,2016-02-25,2016-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
JR'S LOUNGE INC,54433,26666,LL,LIQUOR LICENSE,SPEVENT,LIQ - SPEC EVENT - CATERING ENDORSEMENT,16,AC,ACTIVE,2016-02-25,2016-02-25,2016-02-25,2016-12-31,,84770,100,,,OUT OF CITY LIMITS,ST,,
